Database,Table_Name,Data_Item_Name,Data_Item_Description,Data_Type,Code_(TBC),Code_Description_(TBC),Is_Derived_Item,Derivation_Methodology,Author,Created_Date,Data Dictionary Name,Data Dictionary Links
NHSE_IAPT,Appointment_v15,WSASSCORETOTAL,"The total of the 5 individual WSAS question scores. Any value other than 0-8 should be considered invalid (even though it flows with a warning), except a score of 9 in WSASWSCORE, which means 'not applicable'. 

For deriving the WSASTOTAL score, only valid scores should be taken into account. If a patient has selected 'non-applicable' (9) for question 1, or if one value is missing (or invalid), then total scores can be pro-rated from non-missing items. 

Questionnaires with more than one missing value should be excluded from analysis and the total should not be calculated.",int,,,Yes,Taken from the source field directly,Amy Hutton,31/08/2017,,
NHSE_IAPT,Appointment_v15,AGORASCOREACC,"This is the PERSON SCORE for an APPOINTMENT where the ASSESSMENT TOOL TYPE is ""Agoraphobia Mobility Inventory Questionnaire 'When Accompanied'"".

The score will be the average score in the range 0 to 5.00.",decimal,,,No,,Amy Hutton,31/08/2017,AGORAPHOBIA MOBILITY INVENTORY SCORE (WHEN ACCOMPANIED),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/agoraphobia_mobility_inventory_score_(when_accompanied)_de.asp?shownav=1?
NHSE_IAPT,Appointment_v15,AGORASCOREALONE,"This is the PERSON SCORE for an APPOINTMENT where the ASSESSMENT TOOL TYPE is ""Agoraphobia Mobility Inventory Questionnaire 'When Alone'"".

The score will be the average score in the range 0 to 5.00.",decimal,,,No,,Amy Hutton,31/08/2017,AGORAPHOBIA MOBILITY INVENTORY SCORE (WHEN ALONE),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/agoraphobia_mobility_inventory_score_(when_alone)_de.asp?shownav=1?
NHSE_IAPT,Appointment_v15,AGORASCORE,"The person score for an appointment where the assessment tool type is ""Agoraphobia Questionnaire"". The score will be between 0 and 8, with higher numbers indicating more severe agrophobia. A score of greater than 4 suggests further exploration should be undertaken by the therapist to determine the extent to which this fear interferes with the PATIENT's daily activities.",int,,,No,,Amy Hutton,31/08/2017,AGORAPHOBIA SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/agoraphobia_score_de.asp?shownav=1?
NHSE_IAPT,Appointment_v15,GENANXSCORE,This is the PERSON SCORE for an APPOINTMENT where the ASSESSMENT TOOL TYPE is 'Generalised Anxiety Disorder Penn State Worry Questionnaire'.,int,,,No,,Amy Hutton,31/08/2017,GENERALISED ANXIETY DISORDER PENN STATE WORRY SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/generalised_anxiety_disorder_penn_state_worry_score_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,HEALTHANXSCORE,"This is the PERSON SCORE for an APPOINTMENT where the ASSESSMENT TOOL TYPE is ""Health Anxiety Inventory Short Week Scale"".",int,,,No,,Amy Hutton,31/08/2017,HEALTH ANXIETY INVENTORY SHORT WEEK SCALE SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/h/he/health_anxiety_inventory_short_week_scale_score_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,OCDSCORE,The person score for an appointment where the assessment tool type is Obsessive Compulsive Disorder Inventory Questionnaire. The score will be between 0 and 168. A cut off score of 40 allows identification of patients with an Obsessive Compulsive Disorder (OCD).,int,,,No,,Amy Hutton,31/08/2017,OBSESSIVE COMPULSIVE DISORDER INVENTORY SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/obsessive_compulsive_disorder_inventory_score_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,PANICSCORE,"The person score for an appointment where the assessment tool type is ""panic disorder severity scale"". The score will be between 0 and 28, with higher numbers representing a more severe panic disorder. The recommended cut off score for the Panic Disorder Severity Scale is 8, so a PERSON scoring 8 or above will be considered to be at ""caseness"".",int,,,No,,Amy Hutton,31/08/2017,PANIC DISORDER SEVERITY SCALE SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/panic_disorder_severity_scale_score_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,PTSDSCORE,"This is the PERSON SCORE for an APPOINTMENT where the ASSESSMENT TOOL TYPE is ""Post Traumatic Stress Disorder Impacts of Events Scale"".

The score will be between 0 and 88.

If one or two values are missing from the score, then they can be substituted with the average score of the non-missing items. Questionnaires with more than two missing values should be disregarded.
",int,,,No,,Amy Hutton,31/08/2017,POST TRAUMATIC STRESS DISORDER IMPACT OF EVENTS SCALE REVISED SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/f/face_to_face_communication_mode_de.asp?shownav=1?query=%22FACE+TO+FACE+COMMUNICATION+MODE%22&rank=80&shownav=1
NHSE_IAPT,Appointment_v15,SOCPHOBIAINVSCORE,"The person score for an appointment where the assessment tool type is ""social phobia inventory questionnaire"" the score will be between 0 and 68. The higher the score, the more severe the phobia.",int,,,No,,Amy Hutton,31/08/2017,SOCIAL PHOBIA INVENTORY SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/so/social_phobia_inventory_score_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,SOCPHOBIASCORE,"The person score for an appointment where the assessment tool type is ""social phobia questionnaire"" the score will be between 0 and 8. The higher the score, the more severe the phobia.",int,,,No,,Amy Hutton,31/08/2017,SOCIAL PHOBIA SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/so/social_phobia_score_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,SPECPHOBIASCORE,"The person score for an appointment where the assessment tool type is ""specific phobia questionnaire"" the score will be between 0 and 8. The higher the score, the more severe the phobia.",int,,,No,,Amy Hutton,31/08/2017,SPECIFIC PHOBIA SCORE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/so/specific_phobia_score_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,IC_TREATMENT_APPOINTMENT_RANK,"Ranking of treatment appointments in order that they occurred, e.g. the first treatment appointment receives '1', the second receives '2' etc. Assigned on a patient by patient basis.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,Appointment_v15,IC_LOW_INTENSITY_FLAG,"Flag to classify whether a low intensity therapy was recorded in the appointment.

Irrespective of if there is also a high intensity code in the same appointment

NULL if a version 1 appointment",varchar(1),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
A 'Y' or NULL flag to indicate whether the appointment has at least one low intensity therapy recorded, where:
It is a version 1.5 appointment
AND the following is true
- THERTYPE1 contains a low intensity therapy or
- THERTYPE2 contains a low intensity therapy
or
- THERTYPE3 contains a low intensity therapy or
- THERTYPE4 contains a low intensity therapy.

Low intensity in this context is defined by the Technical Output Specification for the dataset",Amy Hutton,31/08/2017,,
NHSE_IAPT,Appointment_v15,IC_HIGH_INTENSITY_FLAG,"Flag to classify whether a high intensity therapy was recorded in the appointment.

Irrespective of if there is also a low intensity code in the same appointment

NULL if a version 1 appointment",varchar(1),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
A 'Y' or NULL flag to indicate whether the appointment has at least one high intensity therapy recorded, where:
It is a version 1.5 appointment
AND the following is true
- THERTYPE1 contains a high intensity therapy or
- THERTYPE2 contains a high intensity therapy or
- THERTYPE3 contains a high intensity therapy or
- THERTYPE4 contains a high intensity therapy.

High intensity in this context is defined by the Technical Output Specification for the dataset",Amy Hutton,31/08/2017,,
NHSE_IAPT,Appointment_v15,CANCELLATION,"An indication of whether the APPOINTMENT SLOT could be reallocated, where the ATTENDED OR DID NOT ATTEND National Code is 'APPOINTMENT cancelled by, or on behalf of, the PATIENT', where the APPOINTMENT was cancelled at short notice.",varchar(1),,,No,,Amy Hutton,31/08/2017,APPOINTMENT SLOT SHORT NOTICE CANCELLATION INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ap/appointment_slot_short_notice_cancellation_indicator_de.asp?shownav=1
NHSE_IAPT,Appointment_v15,FFCOMM,"Where face to face communication takes place, records the nature of the group or individual involved.",varchar(2),,,No,,Amy Hutton,31/08/2017,FACE TO FACE COMMUNICATION MODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/f/face_to_face_communication_mode_de.asp?shownav=1?query=%22FACE+TO+FACE+COMMUNICATION+MODE%22&rank=80&shownav=1
NHSE_IAPT,Appointment_v15,STEPINTENSITY,"The intensity of care delivered to a PATIENT at an Improving Access to Psychological Therapies Contact during an Improving Access to Psychological Therapies Care Spell.

At each appointment the intensity of care delivered.",varchar(2),,,No ,,Amy Hutton,31/08/2017,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES STEPPED CARE INTENSITY DELIVERED,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_stepped_care_intensity_delivered_de.asp?shownav=1?query=%22IMPROVING+ACCESS+TO+PSYCHOLOGICAL+THERAPIES+STEPPED+CARE+INTENSITY+DELIVERED%22&rank=74.99999&shownav=1
NHSE_IAPT,Appointment_v15,v1_WSASSCORE,"The submitted WSASSCORE from version 1 appointments. This was submitted as a total. In v1.5, this was changed to be submitted as 5 separate scores.",int,,,Yes,Taken from the source field directly,Amy Hutton,31/08/2017,,
NHSE_IAPT,Appointment_v15,Der_Financial_Year,"Financial year of the activity, e.g. 2013/14, 2014/15 etc. ",varchar(7),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
The Der_Financial_Year column has been added to aid the split of financial year data and derived from the file information for that specific year.",Amy Hutton,31/08/2017,,
NHSE_IAPT,Appointment_v15,PSERVICEID,The unique identifier for aÿSERVICE REQUEST.ÿ,varchar(128),,,Yes,A pseudonymised version of SERVICEID (as NHS Digital are not able to release SERVICEID),Amy Hutton,31/08/2017,SERVICE REQUEST IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/se/service_request_identifier_de.asp?query=Service%20Request%20Identifier&rank=100&shownav=1
NHSE_IAPT,Assessments_v15,ASSESSMENT_ID,A sequential number allocated to uniquely identify a treatment questionnaire record in the reporting period.,bigint,,,No,,Amy Hutton,31/08/2017,,
NHSE_IAPT,Assessments_v15,REFERRAL_ID,A sequential number allocated to uniquely identify a referral record in the reporting period.,bigint,,,No,,Amy Hutton,31/08/2017,,
NHSE_IAPT,Assessments_v15,IAPT_RECORD_NUMBER,Record number is a sequential number allocated to uniquely identify a person and provider combination within each month's submission.,varchar(16),,,No,,Amy Hutton,31/08/2017,,
NHSE_IAPT,Assessments_v15,IAPT_PERSON_ID,A pseudonymised unique patient identifier (NHS number being patient identifiable) to enable linkage across IAPT tables.,varchar(20),,,No,,Amy Hutton,31/08/2017,,
NHSE_IAPT,Assessments_v15,ORGCODEPROVIDER,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived from submitted Header record within submission.",Amy Hutton,31/08/2017,ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1
NHSE_IAPT,Assessments_v15,IC_SERVICEID,The unique identifier for aÿSERVICE REQUEST.ÿ,bigint,,,No,,Amy Hutton,31/08/2017,SERVICE REQUEST IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_request_identifier_de.asp?shownav=1
NHSE_IAPT,Assessments_v15,ASSESSPEQDATE,ASSESSMENT TOOL COMPLETION DATEÿis theÿDATEÿtheÿASSESSMENT TOOLÿwas completed.ÿ,date,,,No,,Amy Hutton,31/08/2017,ASSESSMENT TOOL COMPLETION DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/as/assessment_tool_completion_date_de.asp?shownav=1?
NHSE_IAPT,Assessments_v15,ASSESSPEQTIME,ASSESSMENT TOOL COMPLETION TIME is the TIME the ASSESSMENT TOOL was completed. ,varchar(10),,,No,,Amy Hutton,31/08/2017,ASSESSMENT TOOL COMPLETION TIME,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/as/assessment_tool_completion_time_de.asp?shownav=1?
NHSE_IAPT,Assessments_v15,ASSESSMENT1,"This questionÿrelates to whether theÿPATIENTÿwas given information about options for choosing aÿtreatment that is appropriateÿto their problems (""Were you given information about options for choosing a treatment that is appropriate for your problems?"").",varchar(1),,,No,,Amy Hutton,31/08/2017,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT CHOICE PATIENT EXPERIENCE QUESTION 1,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_choice_patient_experience_question_1_de.asp?shownav=1
NHSE_IAPT,Assessments_v15,ASSESSMENT2,"This questionÿrelates to whether theÿPATIENTÿpreferred any of the treatments among the options available (""Do you prefer any of the treatments among the options available?"").",varchar(1),,,No,,Amy Hutton,31/08/2017,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT CHOICE PATIENT EXPERIENCE QUESTION 2,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_choice_patient_experience_question_2_de.asp?shownav=1
NHSE_IAPT,Assessments_v15,ASSESSMENT3,"This questionÿrelates to whether theÿPATIENTÿwas offered their preferredÿtreatment (""Have you been offered your preference?"").",varchar(1),,,No,,Amy Hutton,31/08/2017,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT CHOICE PATIENT EXPERIENCE QUESTION 3,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_choice_patient_experience_question_3_de.asp?shownav=1
NHSE_IAPT,Assessments_v15,SATISFACTION,"This questionÿrelates to whether theÿPATIENTÿwas satisfied with their assessment. The score ranges from 0-4, with higher numbers representing higher satisfaction.",int,,,No,,Amy Hutton,31/08/2017,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT SATISFACTION PATIENT EXPERIENCE QUESTION 1,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_satisfaction_patient_experience_question_1_de.asp?shownav=1
NHSE_IAPT,Assessments_v15,IC_PATHWAY_ID,"An identifier, which together with theÿORGANISATION CODEÿ/ÿORGANISATION IDENTIFIERÿof the issuer, uniquely identifies aÿPATIENT PATHWAY.",bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Incremental value assigned to new SERVICEID and IAPT_PERSON_ID combinations. If such a combination has been received in a previous reporting period the record is assigned the same IC_PATHWAY_ID value.",Amy Hutton,31/08/2017,,
NHSE_IAPT,Assessments_v15,IC_AFTER_LAST_ASSESS_FLAG,"Flag to indicate whether the assessment tool was completed after the last assessment appointment, as recommended by NHS England.",varchar(1),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,Assessments_v15,Der_Financial_Year,"Financial year of the activity, e.g. 2013/14, 2014/15 etc. ",varchar(7),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
The Der_Financial_Year column has been added to aid the split of financial year data and derived from the file information for that specific year.",Amy Hutton,31/08/2017,,
