Database,Table_Name,Data_Item_Name,Data_Item_Description,Data_Type,Code_(TBC),Code_Description_(TBC),Is_Derived_Item,Derivation_Methodology,Author,Created_Date,Data Dictionary Name,Data Dictionary Links
NHSE_SEM_Live,tbl_Data_SEM_AEA,Update_Type,CDS UPDATE TYPE is a code to indicate the required database update process for the submitted CDS Message.,varchar(3),,,No,,Rob Kennedy,31/08/2017,CDS UPDATE TYPE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_update_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Bulk_Replacement_CDS_Group,CDS BULK REPLACEMENT GROUP CODE is the Commissioning Data Set Group into which CDS Types must be grouped when using the Commissioning Data Set Bulk Replacement Update Mechanism.,varchar(3),,,No,,Rob Kennedy,31/08/2017,CDS BULK REPLACEMENT GROUP CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_bulk_replacement_group_code_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Test_Indicator,CDS INTERCHANGE TEST INDICATOR indicates whether the Interchange is a production or test Interchange.,varchar(1),,,No,,Rob Kennedy,31/08/2017,CDS INTERCHANGE TEST INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_interchange_test_indicator_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Applicable_Date_Time,The date and time of the update event (or the nearest equivalent) that resulted in the need to exchange this CDS.,datetime,,,No,,Rob Kennedy,31/08/2017,"CDS APPLICABLE DATE
CDS APPLICABLE TIME

","http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/c/cds_applicable_date_de.asp?shownav=1
http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/c/cds_applicable_time_de.asp?shownav=1"
NHSE_SEM_Live,tbl_Data_SEM_AEA,Census_Date,CDS CENSUS DATE is the DATE on which the relevant census was undertaken.,datetime,,,No,,Rob Kennedy,31/08/2017,CDS CENSUS DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_census_date_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Extract_Date_Time,CDS EXTRACT DATE is the DATE and TIME of the update event (or the nearest equivalent) that resulted in the need to exchange this Commissioning Data Set.,datetime,,,No,,Rob Kennedy,31/08/2017,"CDS EXTRACT DATE
CDS EXTRACT TIME

","http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_extract_date_de.asp?shownav=1
http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_extract_time_de.asp?shownav=1"
NHSE_SEM_Live,tbl_Data_SEM_AEA,Report_period_Start_Date,CDS REPORT PERIOD START DATE defines the Start Date (for the date range of the data being exchanged) for the Bulk Replacement Update time period.,datetime,,,No,,Rob Kennedy,31/08/2017,CDS REPORT PERIOD START DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_report_period_start_date_de.asp
NHSE_SEM_Live,tbl_Data_SEM_AEA,Report_period_End_Date,CDS REPORT PERIOD END DATE defines the End Date (for the date range of the data being exchanged) for the Commissioning Data Set Bulk Replacement Update time period.,datetime,,,No,,Rob Kennedy,31/08/2017,CDS REPORT PERIOD END DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_report_period_end_date_de.asp
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Sender_of_Transaction,ORGANISATION CODE (CODE OF SUBMITTING ORGANISATION) is the ORGANISATION CODE of the Organisation acting as the physical sender of a Data Set submission.,varchar(6),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE (CODE OF SUBMITTING ORGANISATION),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_submitting_organisation)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Type_of_Sender,The ORGANISATION CODE TYPE of the ORGANISATION acting as the physical sender of a Data Set submission.,varchar(3),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE TYPE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,CDS_Interchange_ID,"CDS INTERCHANGE SENDER IDENTITY is the assigned EDI (""Electronic Data Interchange"", a standard way of formatting data for exchange between organisations) Address of the physical Organisation or site responsible for sending Commissioning data.",varchar(20),,,No,,Rob Kennedy,31/08/2017,CDS INTERCHANGE SENDER IDENTITY,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_interchange_sender_identity_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Local_Patient_ID,Number used to identify a PATIENT uniquely within a Health Care Provider. It may be different from the PATIENT's casenote number and may be assigned automatically by the computer system.,varchar(13),,,No,,Rob Kennedy,31/08/2017,LOCAL PATIENT IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/l/lo/local_patient_identifier_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Local_Patient_ID,ORGANISATION CODE (LOCAL PATIENT IDENTIFIER) is the ORGANISATION CODE of the Organisation that assigned the LOCAL PATIENT IDENTIFIER.,varchar(6),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE (LOCAL PATIENT IDENTIFIER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(local_patient_identifier)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Type_Local_Patient_ID,"A code to identify the format and basis of the release of an NHS ORGANISATION CODE, in this case the ORGANISATION CODE of the PROVIDER which assigned the LOCAL PATIENT IDENTIFIER.",varchar(3),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE TYPE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Carer_Support_Indicator,An indication of whether Carer support is available to the PATIENT at their normal residence.,varchar(2),,,No,,Rob Kennedy,31/08/2017,CARER SUPPORT INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/card/carer_support_indicator_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,NHS_Number_Trace_Status,NHS NUMBER STATUS INDICATOR CODE is the trace status of the NHS NUMBER.,varchar(2),,,No,,Rob Kennedy,31/08/2017,NHS NUMBER STATUS INDICATOR CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nhs/nhs_number_status_indicator_code_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Withheld_Identity_Reason,"WITHHELD IDENTITY REASON is used in Data Group 'Withheld Identity Structure' in the Commissioning Data Sets (version 6-2 onwards).  It allows suppliers of Commissioning Data Set records to indicate to recipients of the record (for example, the Commissioner of the activity) that the record has been purposely anonymised for a valid reason.",varchar(2),,,No,,Rob Kennedy,31/08/2017,WITHHELD IDENTITY REASON,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/w/we/withheld_identity_reason_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Sex,"The gender of a PERSON. 
PERSON STATED GENDER CODE is self declared or inferred by observation for those unable to declare their PERSON STATED GENDER.",varchar(1),,,No,,Rob Kennedy,31/08/2017,PERSON STATED GENDER CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/p/person/person_stated_gender_code_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Name_Format_Code,"This is used in the CDS to identify the format of a PATIENT NAME, with the classification values indicating whether it is a PERSON NAME STRUCTURED or PERSON NAME UNSTRUCTURED.",varchar(3),,,No,,Rob Kennedy,31/08/2017,NAME FORMAT CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/name_format_code_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Person_Title,PERSON TITLE is the standard form of address used to precede a PERSON's name.,varchar(10),,,No,,Rob Kennedy,31/08/2017,PERSON TITLE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/pers/person_title_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Address_Format_Code,A code to determine the format of the associated PATIENT USUAL ADDRESS data.,varchar(3),,,No,,Rob Kennedy,31/08/2017,ADDRESS FORMAT CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ad/address_format_code_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Residence_Responsibility,"ORGANISATION CODE (RESIDENCE RESPONSIBILITY) is the ORGANISATION CODE according to the PATIENT's POSTCODE OF USUAL ADDRESS, where they reside within the boundary of a Clinical Commissioning Group (CCG).",varchar(6),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE (RESIDENCE RESPONSIBILITY),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(residence_responsibility)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,PCT_of_Residence,"ORGANISATION CODE (RESIDENCE RESPONSIBILITY) is the ORGANISATION CODE according to the PATIENT's POSTCODE OF USUAL ADDRESS, where they reside within the boundary of a Primary Care Trust (PCT).",varchar(6),,,No,,Rob Kennedy,31/08/2017,PCT OF RESIDENCE,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/p/pct_of_residence_ch.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Type_PCT_of_Residence,"The ORGANISATION TYPE of the ORGANISATION derived from the PATIENT's POSTCODE OF USUAL ADDRESS, where they reside within the boundary of a PRIMARY CARE TRUST (PCT).",varchar(3),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE TYPE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Ethnic_Category,"The ethnicity of a PERSON, as specified by the PERSON.",varchar(2),,,No,,Rob Kennedy,31/08/2017,ETHNIC CATEGORY CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/e/end/ethnic_category_code_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,OSV_Class_at_CDS_Activity_Date,A classification of OVERSEAS VISITOR STATUS at CDS Activity Date.,varchar(1),,,No,,Rob Kennedy,31/08/2017,OVERSEAS VISITOR STATUS CLASSIFICATION AT CDS ACTIVITY DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/ov/overseas_visitor_status_classification_at_cds_activity_date_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,GP_Code,GENERAL MEDICAL PRACTITIONER (SPECIFIED) is the GENERAL MEDICAL PRACTITIONER PPD CODE of the GENERAL MEDICAL PRACTITIONER specified by the PATIENT.,varchar(8),,,No,,Rob Kennedy,31/08/2017,GENERAL MEDICAL PRACTITIONER (SPECIFIED),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/general_medical_practitioner_(specified)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,GP_Practice_Code,GENERAL MEDICAL PRACTICE CODE (PATIENT REGISTRATION) is the ORGANISATION CODE of the GP Practice that the PATIENT is registered with.,varchar(6),,,No,,Rob Kennedy,31/08/2017,GENERAL MEDICAL PRACTICE CODE (PATIENT REGISTRATION),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/general_medical_practice_code_(patient_registration)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Type_GP,"A code to identify the format and basis of the release of an NHS ORGANISATION CODE, in this case GP PRACTICE, being used.",varchar(3),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE TYPE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Attendance_Number,A and E ATTENDANCE NUMBER is a number allocated by an Accident and Emergency Department to provide a unique identifier for each Accident and Emergency Attendance.,varchar(15),,,No,,Rob Kennedy,31/08/2017,A and E ATTENDANCE NUMBER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/a_and_e_attendance_number_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Arrival_Mode,The mode by which a PATIENT arrived at an Accident and Emergency Department.,varchar(1),,,No,,Rob Kennedy,31/08/2017,ACCIDENT AND EMERGENCY ARRIVAL MODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_arrival_mode_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Attendance_Category,An indication of whether a PATIENT is making first or follow-up attendance at a particular Accident and Emergency Department.,varchar(1),,,No,,Rob Kennedy,31/08/2017,ACCIDENT AND EMERGENCY ATTENDANCE CATEGORY,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_attendance_category_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Attendance_Disposal,A code to identify how an Accident and Emergency Attendance might end.,varchar(2),,,No,,Rob Kennedy,31/08/2017,ACCIDENT AND EMERGENCY ATTENDANCE DISPOSAL,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_attendance_disposal_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Incident_Location_Type,The type of place where the incident occurred which led to an Accident and Emergency Episode.,varchar(2),,,No,,Rob Kennedy,31/08/2017,A and E INCIDENT LOCATION TYPE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_incident_location_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Patient_Group,A coded classification to identify the reason for an Accident and Emergency Episode.,varchar(2),,,No,,Rob Kennedy,31/08/2017,A and E PATIENT GROUP,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_patient_group_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Referral_Source,The source of referral of each Accident and Emergency Episode.,varchar(2),,,No,,Rob Kennedy,31/08/2017,SOURCE OF REFERRAL FOR A and E,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/smo/source_of_referral_for_a_and_e_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Arrival_Date,ARRIVAL DATE is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Arrival Date At Accident and Emergency Department'.,datetime,,,No,,Rob Kennedy,31/08/2017,ARRIVAL DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ap/arrival_date_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Arrival_Time,ARRIVAL TIME AT ACCIDENT AND EMERGENCY DEPARTMENT is the same as attribute ACTIVITY TIME where the ACTIVITY TIME TYPE is National Code 'Arrival Time At Accident and Emergency Department'.,varchar(8),,,No,,Rob Kennedy,31/08/2017,ARRIVAL TIME AT ACCIDENT AND EMERGENCY DEPARTMENT,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ap/arrival_time_at_accident_and_emergency_department_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Attendance_Conclusion_Time,A and E ATTENDANCE CONCLUSION TIME is the same as attribute ACTIVITY TIME where the ACTIVITY TIME TYPE is National Code 'Accident and Emergency Attendance Conclusion Time'.,varchar(8),,,No,,Rob Kennedy,31/08/2017,A and E ATTENDANCE CONCLUSION TIME,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/a_and_e_attendance_conclusion_time_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Attendance_Conclusion_Date,ACCIDENT AND EMERGENCY ATTENDANCE CONCLUSION DATE is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Accident and Emergency Attendance Conclusion Date'.,datetime,,,No,,Rob Kennedy,31/08/2017,ACCIDENT AND EMERGENCY ATTENDANCE CONCLUSION DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_attendance_conclusion_date_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Departure_Time,A and E DEPARTURE TIME is the same as attribute ACTIVITY TIME where the ACTIVITY TIME TYPE is National Code 'Accident and Emergency Departure Time.,varchar(8),,,No,,Rob Kennedy,31/08/2017,A and E DEPARTURE TIME,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/a_and_e_departure_time_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Departure_Date,ACCIDENT AND EMERGENCY DEPARTURE DATE is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Accident and Emergency Departure Date'.,datetime,,,No,,Rob Kennedy,31/08/2017,ACCIDENT AND EMERGENCY DEPARTURE DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_departure_date_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Initial_Assessment_Time,A and E INITIAL ASSESSMENT TIME is the same as attribute ACTIVITY TIME where the ACTIVITY TIME TYPE is National Code 'Accident and Emergency Initial Assessment Time'.,varchar(8),,,No,,Rob Kennedy,31/08/2017,A and E INITIAL ASSESSMENT TIME,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/a_and_e_initial_assessment_time_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Initial_Assessment_Date,ACCIDENT AND EMERGENCY INITIAL ASSESSMENT DATE is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Accident and Emergency Initial Assessment Date'.,datetime,,,No,,Rob Kennedy,31/08/2017,ACCIDENT AND EMERGENCY INITIAL ASSESSMENT DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_initial_assessment_date_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Time_Seen_For_Treatment,A and E TIME SEEN FOR TREATMENT is the same as attribute ACTIVITY TIME where the ACTIVITY TIME TYPE is National Code 'Accident and Emergency Time Seen For Treatment'.,varchar(8),,,No,,Rob Kennedy,31/08/2017,A and E TIME SEEN FOR TREATMENT,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/a_and_e_time_seen_for_treatment_de.asp?shownav=1?
NHSE_SEM_Live,tbl_Data_SEM_AEA,Site_Code_of_Treatment,"SITE CODE (OF TREATMENT) is the ORGANISATION SITE CODE of the Organisation where the PATIENT was treated, i.e. it should enable the treating Organisation to be identified.",varchar(5),,,No,,Rob Kennedy,31/08/2017,SITE CODE (OF TREATMENT),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/site/site_code_(of_treatment)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Wait_Time_Measurement_Type,The type of waiting time measurement methodology which may be applied during a PATIENT PATHWAY.,varchar(2),,,No,,Rob Kennedy,31/08/2017,WAITING TIME MEASUREMENT TYPE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/w/waiting_time_measurement_type_de.asp
NHSE_SEM_Live,tbl_Data_SEM_AEA,Ambulance_Incident_Number,AMBULANCE INCIDENT NUMBER is the same as attribute PATIENT JOURNEY NUMBER (An identifier for each PATIENT TRANSPORT JOURNEY).,varchar(20),,,No,,Rob Kennedy,31/08/2017,AMBULANCE INCIDENT NUMBER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/ambulance_incident_number_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Ambulance_Trust,ORGANISATION CODE (CONVEYING AMBULANCE TRUST) is the code of an Ambulance Service which conveys a PATIENT on a PATIENT TRANSPORT JOURNEY.  A PATIENT JOURNEY NUMBER and AMBULANCE INCIDENT NUMBER may be recorded for the PATIENT TRANSPORT JOURNEY.,varchar(5),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE (CONVEYING AMBULANCE TRUST),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(conveying_ambulance_trust)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Commissioning_Serial_Number,COMMISSIONING SERIAL NUMBER is the same as attribute NHS SERVICE AGREEMENT NUMBER (a number used to uniquely identify a NHS SERVICE AGREEMENT by an Organisation acting as commissioner of patient care services).,varchar(6),,,No,,Rob Kennedy,31/08/2017,COMMISSIONING SERIAL NUMBER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/co/commissioning_serial_number_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Agreement_Line_Number,A number (alphanumeric) to provide a unique identifier for a line within a NHS SERVICE AGREEMENT.,varchar(13),,,No,,Rob Kennedy,31/08/2017,NHS SERVICE AGREEMENT LINE NUMBER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/n/nhs/nhs_service_agreement_line_number_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Provider_Reference_Number,PROVIDER REFERENCE NUMBER is a number convention agreed locally between a provider and Commissioner for use within a Commissioning Data Set message.,varchar(20),,,No,,Rob Kennedy,31/08/2017,PROVIDER REFERENCE NUMBER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/prod/provider_reference_number_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Commissioner_Reference_Number,A number (alphanumeric) allocated by the commissioner to a REFERRAL REQUEST.,varchar(20),,,No,,Rob Kennedy,31/08/2017,COMMISSIONER REFERENCE NUMBER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/com/commissioner_reference_number_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Provider_Code,ORGANISATION CODE (CODE OF PROVIDER) is the ORGANISATION CODE of the Organisation acting as a Health Care Provider.,varchar(6),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Provider_Code_Type,ORGANISATION CODE TYPE is a code to identify the format and basis of the release of an NHS ORGANISATION CODE being used.,varchar(5),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE TYPE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Commissioner_Code,ORGANISATION CODE (CODE OF COMMISSIONER) is the ORGANISATION CODE of the Organisation commissioning health care.,varchar(6),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE (CODE OF COMMISSIONER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_commissioner)_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,Commissioner_Code_Type,ORGANISATION CODE TYPE is a code to identify the format and basis of the release of an NHS ORGANISATION CODE being used. Not completed in the NCDR.,varchar(5),,,No,,Rob Kennedy,31/08/2017,ORGANISATION CODE TYPE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_type_de.asp?shownav=1
NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Staff_Member_Code,A and E STAFF MEMBER CODE is a locally determined code used to identify the PERSON principally responsible for the care of a PATIENT during an Accident and Emergency Attendance.,varchar(3),,,No,,Rob Kennedy,31/08/2017,A and E STAFF MEMBER CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/a_and_e_staff_member_code_de.asp?shownav=1?
