Database,Table_Name,Data_Item_Name,Data_Item_Description,Data_Type,Code_(TBC),Code_Description_(TBC),Is_Derived_Item,Derivation_Methodology,Author,Created_Date,Data Dictionary Name,Data Dictionary Links
NHSE_Mental_Health,Master_MHS000_Header,TotMHS404,A total cumulative count of records included in the Master_MHS404_Community_TreatmentOrder table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS404_Community_TreatmentOrder within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS405,A total cumulative count of records included in the Master_MHS405_Community_TreatmentOrder_Recall table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS405_Community_TreatmentOrder_Recall within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS501,A total cumulative count of records included in the Master_MHS501_Hosp_Provider_Spell table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS501_Hosp_Provider_Spell within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS502,A total cumulative count of records included in the Master_MHS502_WardStay table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS502_WardStay within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS503,A total cumulative count of records included in the Master_MHS503_AssignedProfCare table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS503_AssignedProfCare within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS504,A total cumulative count of records included in the Master_MHS504_DelayedDischarge table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS504_DelayedDischarge within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS505,A total cumulative count of records included in the Master_MHS505_RestrictiveIntervention table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS505_RestrictiveIntervention within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS506,A total cumulative count of records included in the Master_MHS506_Assault table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS506_Assault within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS507,A total cumulative count of records included in the Master_MHS507_SelfHarm table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS507_SelfHarm within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS509,A total cumulative count of records included in the Master_MHS509_HomeLeave table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS509_HomeLeave within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS510,A total cumulative count of records included in the Master_MHS510_LeaveOfAbsence table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS510_LeaveOfAbsence within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS511,A total cumulative count of records included in the Master_MHS511_AbsenceWithoutLeave table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS511_AbsenceWithoutLeave within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS512,A total cumulative count of records included in the Master_MHS512_Hosp_Spell_Commissioner table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS512_Hosp_Spell_Commissioner within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS513,A total cumulative count of records included in the MHS513_SubstanceMisuse table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for MHS513_SubstanceMisuse within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS601,A total cumulative count of records included in the Master_MHS601_MedPrevHistDiag table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS601_MedPrevHistDiag within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS603,A total cumulative count of records included in the Master_MHS603_ProvDiag table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS603_ProvDiag within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS604,A total cumulative count of records included in the Master_MHS604_PrimDiag table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS604_PrimDiag within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS605,A total cumulative count of records included in the Master_MHS605_SecDiag table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS605_SecDiag within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS606,A total cumulative count of records included in the Master_MHS606_CodedScoreAssessmentRefer table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS606_CodedScoreAssessmentRefer within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS607,A total cumulative count of records included in the Master_MHS607_CodedScoreAssessmentCont table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS607_CodedScoreAssessmentCont within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS608,A total cumulative count of records included in the Master_MHS608_AnonSelfAssess table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS608_AnonSelfAssess within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS701,A total cumulative count of records included in the Master_MHS701_CPACareEpisode table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS701_CPACareEpisode within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS702,A total cumulative count of records included in the Master_MHS702_CPAReview table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS702_CPAReview within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS801,A total cumulative count of records included in the Master_MHS801_ClusterTool table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS801_ClusterTool within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS802,A total cumulative count of records included in the Master_MHS802_ClusterAssess table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS802_ClusterAssess within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS803,A total cumulative count of records included in the Master_MHS803_CareCluster table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS803_CareCluster within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS804,A total cumulative count of records included in the MHS804_FiveForensicPathways table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for MHS804_FiveForensicPathways within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotMHS901,A total cumulative count of records included in the Master_MHS901_StaffDetails table for a specific MHSDS post-deadline extract.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows for Master_MHS901_StaffDetails within this MHSDS post-deadline extract.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,TotRec,Total count of rows submitted by a certain provider for a certain reporting period.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Total count of rows in all the extract tables that relate to the Header. ",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS000_Header,UploadDateTime,Date and time original data file was uploaded to the BSP,datetime,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Date and time original data file was uploaded to the BSP",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,AgeDeath,Age of the patient at death ,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Years between PERSON BIRTH DATE and PERSON DEATH DATE.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,AgeRepPeriodEnd,Age of the PATIENT at REPORTING PERIOD END DATE. ,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived by calculating REPORTING PERIOD END DATE minus PERSON BIRTH DATE.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,AgeRepPeriodStart,Age of the PATIENT at REPORTING PERIOD START DATE.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived by calculating REPORTING PERIOD START DATE minus PERSON BIRTH DATE.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,BSPUniqID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,County,County of the usual address of the patient.,varchar(9),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
The County for the patient, derived from the submitted POSTCODE OF USUAL ADDRESS. Where a NULL postcode is submitted, County will appear as NULL.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,DataType,An indication of whether the data held for a certain provider for a certain reporting period is current or historic.,varchar(4),,,Yes,"This field is populated during the NCDR load process. It marks each row within the table as either 'Current' or 'Historic'. I.e. when a record is first included, it is marked as 'Current', but when a refreshed version of the same record is included in the table, the old record is updated to be 'Historic' and the new record is marked as 'Current'.",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,DefaultPostcode,"The full default postcode, where a default value was provided in the postcode of usual address.",varchar(8),,,No,,Amy Hutton,31/08/2017,POSTCODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/po/postcode_de.asp?shownav=1
NHSE_Mental_Health,Master_MHS001_MPI,Der_Pseudo_NHSNumber,Pseudonymised NHS number of patient. This is consistent across datasets held on the NCDR to allow linkage,bigint,,,Yes,"Pseudonymised NHS Number value (12 digit numeric). Consistently applied within all 4 core SEM datasets, Mental Health and IAPT for cross linkage purposes",Amy Hutton,31/08/2017,,
NHSE_Mental_Health,Master_MHS001_MPI,ElectoralWard,Electoral Ward of the usual address of the patient,varchar(9),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
The Electoral Ward/Division for the patient, derived from the submitted POSTCODE OF USUAL ADDRESS. Where a NULL postcode is submitted Electoral Ward/Division will appear as NULL.",Amy Hutton,31/08/2017,,
